57,47,35,7.19,  1.34,  9.54,  1.88,  7.46,  1.23, 10.29,  3.03,  7.61,  1.04, 10.67,  4.94,210.00, 14.00,224.00,  0.00, 29.70,  0.10, 29.80, 29.50,05/05/2009 11:50:00
57,47,35,7.84,  1.23, 11.45,  4.94,  7.86,  1.18, 11.07,  4.94,  7.75,  1.13, 10.67,  5.32,205.00,  9.00,208.00,  0.00, 29.90,  0.10, 30.10, 29.80,05/05/2009 12:00:00
57,47,35,7.49,  1.60, 12.59,  3.41,  7.49,  1.53, 12.59,  4.17,  7.33,  1.53, 12.20,  4.56,202.00, 11.00,197.00,  0.00, 30.70,  0.20, 31.40, 30.10,05/05/2009 12:10:00
57,47,35,6.30,  1.47, 10.29,  2.65,  6.43,  1.34,  9.92,  3.03,  6.41,  1.47, 10.67,  3.03,212.00, 13.00,194.00,  0.00, 30.70,  0.00, 31.00, 30.40,05/05/2009 12:20:00
57,47,35,6.53,  1.74,  9.92,  2.26,  6.78,  1.53,  9.54,  3.80,  7.06,  1.34,  9.54,  3.41,213.00, 12.00,203.00,  0.00, 31.00,  0.00, 31.40, 30.70,05/05/2009 12:30:00
57,47,35,6.00,  1.82,  9.54,  1.88,  6.27,  1.67,  9.54,  2.26,  6.65,  1.40,  9.54,  3.03,221.00, 14.00,205.00,  0.00, 30.90,  0.00, 31.00, 30.70,05/05/2009 12:40:00
57,47,35,5.55,  1.18,  9.15,  2.65,  5.71,  1.23,  9.15,  3.03,  5.80,  1.40,  9.54,  2.65,223.00, 15.00,221.00,  0.00, 31.60,  0.60, 32.60, 30.70,05/05/2009 12:50:00
57,47,35,4.87,  1.18,  9.15,  1.88,  5.04,  1.23,  9.15,  1.88,  5.20,  1.34,  9.15,  2.26,221.00, 17.00,205.00,  0.00, 32.00,  0.00, 32.30, 31.70,05/05/2009 13:00:00
57,47,35,5.56,  1.60,  9.54,  1.12,  5.56,  1.60,  9.54,  1.88,  5.61,  1.47,  9.54,  2.26,222.00, 18.00,201.00,  0.00, 32.60,  0.00, 33.00, 32.00,05/05/2009 13:10:00
57,47,35,4.72,  1.29,  7.61,  1.50,  4.60,  1.18,  7.61,  1.88,  4.33,  1.23,  7.24,  1.88,223.00, 17.00,211.00,  0.00, 33.10,  0.30, 33.60, 32.60,05/05/2009 13:20:00
57,47,35,5.36,  1.60,  9.54,  2.26,  5.34,  1.47,  9.92,  1.88,  5.39,  1.53,  9.92,  1.50,229.00, 15.00,236.00,  0.00, 34.10,  0.10, 34.60, 33.60,05/05/2009 13:30:00
57,47,35,6.27,  1.67, 11.07,  2.65,  6.36,  1.60, 10.67,  3.03,  6.60,  1.53, 10.29,  3.03,232.00, 19.00,239.00,  0.00, 34.30,  0.10, 34.90, 34.30,05/05/2009 13:40:00
57,47,35,5.71,  1.18,  8.77,  2.65,  5.88,  1.23, 10.29,  2.65,  6.02,  1.29, 10.29,  2.65,229.00, 17.00,246.00,  0.00, 34.10,  0.00, 34.30, 33.60,05/05/2009 13:50:00
57,47,35,6.40,  1.23,  9.54,  3.80,  6.37,  1.23,  9.54,  3.03,  6.21,  1.29,  9.92,  3.03,254.00, 10.00,249.00,  0.00, 34.10,  0.00, 34.60, 33.60,05/05/2009 14:00:00
57,47,35,6.50,  1.34, 10.29,  3.41,  6.59,  1.29,  9.92,  3.41,  6.57,  1.34,  9.92,  3.41,230.00, 20.00,239.00,  0.00, 34.80,  0.40, 35.90, 33.90,05/05/2009 14:10:00
57,47,35,7.62,  1.53, 12.20,  3.03,  7.62,  1.40, 11.07,  4.17,  7.47,  1.53, 11.45,  3.80,238.00, 21.00,196.00,  0.00, 35.20,  0.20, 36.20, 34.90,05/05/2009 14:20:00
57,47,35,6.71,  1.60, 10.67,  1.88,  6.85,  1.53, 11.07,  2.65,  6.96,  1.47,  9.92,  3.41,221.00, 15.00,228.00,  0.00, 35.10,  0.00, 35.20, 34.90,05/05/2009 14:30:00
57,47,35,6.55,  1.82, 10.29,  2.26,  6.58,  1.74, 10.67,  2.65,  6.73,  1.67, 10.67,  3.03,210.00, 12.00,200.00,  0.00, 35.10,  0.30, 35.90, 34.90,05/05/2009 14:40:00
57,47,35,5.95,  1.23,  9.92,  2.65,  6.14,  1.13,  9.54,  2.65,  6.19,  1.13,  9.92,  3.41,212.00, 14.00,223.00,  0.00, 35.20,  0.00, 35.90, 34.90,05/05/2009 14:50:00
57,47,35,6.63,  1.34,  9.92,  3.80,  6.67,  1.34,  9.92,  3.41,  6.66,  1.29,  9.54,  2.65,253.00, 18.00,261.00,  0.00, 35.50,  0.10, 36.20, 35.20,05/05/2009 15:00:00
57,47,35,7.11,  1.53, 11.82,  3.03,  7.02,  1.53, 11.45,  4.17,  6.81,  1.47, 10.67,  3.41,241.00, 23.00,279.00,  0.00, 36.50,  0.10, 36.90, 35.90,05/05/2009 15:10:00
57,47,35,7.75,  1.60, 11.07,  3.80,  7.98,  1.47, 11.45,  4.56,  7.74,  1.53, 11.07,  4.56,268.00,  9.00,269.00,  0.00, 36.20,  0.10, 36.60, 35.90,05/05/2009 15:20:00
57,47,35,7.10,  1.82, 10.67,  3.41,  7.10,  1.82, 11.07,  3.41,  6.87,  1.82, 10.67,  2.65,254.00, 20.00,267.00,  0.00, 36.60,  0.10, 36.90, 36.60,05/05/2009 15:30:00
57,47,35,8.23,  1.40, 12.96,  4.94,  8.01,  1.53, 12.59,  4.17,  7.78,  1.74, 12.59,  4.56,251.00,  9.00,243.00,  0.00, 36.20,  0.00, 36.60, 35.90,05/05/2009 15:40:00
57,47,35,6.45,  1.53,  9.92,  3.41,  6.59,  1.53, 10.29,  3.41,  6.85,  1.34, 10.67,  3.80,239.00, 15.00,226.00,  0.00, 36.20,  0.00, 36.60, 35.90,05/05/2009 15:50:00
57,47,35,6.17,  1.29,  9.92,  3.03,  6.31,  1.34, 10.29,  3.41,  6.25,  1.47, 10.67,  3.41,243.00, 12.00,232.00,  0.00, 36.50,  0.10, 36.90, 36.20,05/05/2009 16:00:00
