57,47,35,7.16,  1.23, 10.67,  3.41,  7.09,  1.29, 10.29,  3.41,  6.95,  1.29, 10.29,  4.17,262.00, 11.00,257.00,  0.00, 22.00,  0.20, 22.80, 21.60,03/25/2009 11:50:00
57,47,35,6.83,  1.04,  9.15,  4.17,  6.70,  1.13,  9.15,  3.80,  6.57,  1.18,  9.15,  3.03,253.00, 13.00,245.00,  0.00, 21.90,  0.00, 22.20, 21.60,03/25/2009 12:00:00
57,47,35,8.02,  1.23, 10.67,  4.94,  7.86,  1.18, 10.29,  4.94,  7.69,  1.23, 10.29,  4.56,262.00,  8.00,256.00,  0.00, 22.20,  0.00, 22.50, 22.20,03/25/2009 12:10:00
57,47,35,8.55,  0.99, 11.45,  5.32,  8.48,  0.99, 10.67,  5.32,  8.35,  0.95, 10.67,  4.94,254.00,  8.00,257.00,  0.00, 22.50,  0.20, 23.10, 22.20,03/25/2009 12:20:00
57,47,35,7.31,  1.04,  9.54,  4.17,  7.23,  1.08, 10.29,  3.80,  7.02,  0.99,  9.54,  4.17,261.00,  9.00,255.00,  0.00, 22.00,  0.00, 22.20, 21.90,03/25/2009 12:30:00
57,47,35,5.27,  1.18,  7.99,  2.65,  5.33,  1.23,  8.37,  2.26,  5.43,  1.13,  8.77,  2.26,236.00, 14.00,245.00,  0.00, 22.60,  0.10, 23.10, 22.20,03/25/2009 12:40:00
57,47,35,5.11,  1.13,  7.61,  2.26,  5.20,  1.29,  7.99,  1.88,  5.66,  1.18,  8.37,  2.65,232.00, 12.00,235.00,  0.00, 22.80,  0.20, 23.40, 22.20,03/25/2009 12:50:00
57,47,35,6.49,  1.98, 10.29,  2.65,  6.49,  1.90, 10.67,  3.03,  6.57,  1.74, 10.29,  3.41,253.00, 17.00,241.00,  0.00, 23.90,  0.40, 24.90, 23.40,03/25/2009 13:00:00
57,47,35,6.00,  1.29,  9.92,  2.65,  5.84,  1.34, 10.29,  2.65,  5.66,  1.34,  9.92,  0.73,243.00, 13.00,245.00,  0.00, 24.30,  0.10, 24.90, 24.00,03/25/2009 13:10:00
57,47,35,5.74,  1.18,  9.54,  3.03,  5.79,  1.23,  9.54,  2.26,  5.80,  1.29,  9.54,  3.41,239.00, 15.00,247.00,  0.00, 24.50,  0.20, 25.20, 24.00,03/25/2009 13:20:00
57,47,35,7.09,  1.23, 11.07,  4.17,  7.06,  1.23, 11.45,  4.17,  7.15,  1.34, 11.82,  3.80,260.00, 12.00,256.00,  0.00, 24.00,  0.00, 24.30, 24.00,03/25/2009 13:30:00
57,47,35,6.57,  1.60, 10.67,  3.41,  6.52,  1.60, 10.67,  3.41,  6.57,  1.60, 10.67,  3.03,257.00, 12.00,254.00,  0.00, 24.30,  0.00, 24.60, 24.00,03/25/2009 13:40:00
57,47,35,7.32,  1.34, 11.45,  4.56,  7.11,  1.34, 11.82,  4.56,  6.86,  1.23, 10.67,  3.80,279.00, 11.00,279.00,  0.00, 25.00,  0.40, 25.50, 24.60,03/25/2009 13:50:00
57,47,35,7.87,  1.67, 11.82,  3.80,  7.67,  1.74, 11.82,  3.80,  7.43,  1.67, 11.45,  3.80,279.00, 18.00,279.00,  0.00, 25.00,  0.20, 25.80, 24.90,03/25/2009 14:00:00
57,47,35,8.51,  1.23, 11.07,  4.94,  8.34,  1.34, 11.45,  5.32,  8.18,  1.34, 11.45,  4.56,269.00, 13.00,274.00,  0.00, 24.40,  0.00, 24.90, 24.00,03/25/2009 14:10:00
57,47,35,9.39,  1.34, 12.59,  6.85,  9.21,  1.34, 12.20,  6.09,  9.00,  1.47, 12.20,  6.47,259.00,  7.00,264.00,  0.00, 24.20,  0.00, 24.60, 24.00,03/25/2009 14:20:00
57,47,35,7.70,  1.34, 10.67,  4.56,  7.59,  1.34, 10.29,  4.94,  7.40,  1.29, 10.29,  4.17,285.00, 13.00,284.00,  0.00, 25.20,  0.40, 26.10, 24.60,03/25/2009 14:30:00
57,47,35,8.41,  1.74, 12.96,  4.94,  8.27,  1.74, 12.59,  4.56,  8.19,  1.74, 11.82,  4.94,270.00, 10.00,276.00,  0.00, 24.90,  0.40, 26.10, 24.60,03/25/2009 14:40:00
57,47,35,8.38,  1.60, 11.82,  5.32,  8.29,  1.53, 11.82,  4.94,  8.21,  1.47, 11.45,  5.32,257.00, 15.00,265.00,  0.00, 24.90,  0.10, 25.20, 24.90,03/25/2009 14:50:00
