49,39,30,10,6.50,  0.34,  7.61,  5.71,  5.78,  0.32,  6.47,  4.94,  4.76,  0.35,  5.71,  3.80,  4.97,  0.37,  6.09,  4.17,236.91,  3.06,237.52,  0.00, -9.57,  0.00, -9.20, -9.83,02/02/2007 11:10:00
49,39,30,10,5.57,  0.40,  6.47,  4.17,  5.92,  0.42,  6.85,  4.94,  5.19,  0.47,  6.47,  4.17,  5.12,  0.50,  6.09,  4.17,235.34,  3.20,240.10,  0.00, -9.31,  0.00, -9.20, -9.62,02/02/2007 11:20:00
49,39,30,10,5.06,  0.45,  6.47,  3.80,  5.63,  0.44,  6.47,  4.56,  4.93,  0.52,  6.09,  3.41,  4.90,  0.50,  6.09,  3.41,233.78,  3.97,229.30,  0.00, -9.05,  0.13, -8.57, -9.20,02/02/2007 11:30:00
49,39,30,10,5.13,  0.44,  6.09,  3.80,  4.23,  0.59,  5.71,  3.03,  4.04,  0.70,  5.32,  2.65,  4.21,  0.77,  5.71,  2.65,254.41, 10.76,252.10,  0.00, -8.47,  0.11, -8.15, -8.78,02/02/2007 11:40:00
49,39,30,10,4.51,  0.38,  5.71,  3.41,  4.44,  0.23,  4.94,  3.80,  4.18,  0.42,  5.32,  3.03,  3.94,  0.44,  4.94,  3.03,288.58,  8.66,270.48,  0.00, -8.68,  0.57, -7.73, -9.41,02/02/2007 11:50:00
49,39,30,10,4.26,  0.22,  4.94,  3.80,  4.18,  0.28,  4.94,  3.41,  4.08,  0.34,  4.94,  3.41,  3.89,  0.32,  4.94,  3.03,294.81,  3.06,296.56,  0.00, -9.57,  0.00, -9.41, -9.62,02/02/2007 12:00:00
49,39,30,10,4.76,  0.26,  5.32,  4.17,  4.08,  0.29,  4.94,  3.41,  3.78,  0.21,  4.17,  3.41,  3.66,  0.26,  4.17,  2.26,290.90,  5.86,294.16,  0.00, -9.62,  0.08, -9.41, -9.83,02/02/2007 12:10:00
49,39,30,10,5.87,  0.67,  7.61,  4.56,  4.03,  0.35,  4.94,  3.41,  3.36,  0.31,  4.17,  2.65,  3.26,  0.31,  3.80,  2.26,281.35,  7.61,273.43,  0.00, -9.67,  0.00, -9.41, -9.83,02/02/2007 12:20:00
49,39,30,10,6.62,  0.32,  7.24,  5.71,  5.21,  0.22,  5.71,  4.56,  3.43,  0.27,  4.17,  2.65,  3.45,  0.29,  4.17,  2.65,270.50,  2.69,270.48,  0.00, -9.31,  0.15, -8.78, -9.62,02/02/2007 12:30:00
49,39,30,10,6.09,  0.26,  6.47,  5.71,  4.62,  0.47,  5.32,  3.80,  2.80,  0.42,  3.80,  1.88,  2.82,  0.42,  3.80,  1.88,276.88,  2.26,275.66,  0.00, -8.36,  0.32, -7.73, -8.99,02/02/2007 12:40:00
49,39,30,10,5.74,  0.29,  6.47,  4.94,  3.34,  0.67,  4.56,  2.26,  2.41,  0.29,  3.03,  1.50,  2.32,  0.31,  3.03,  1.50,273.58,  5.62,277.15,  0.00, -7.35,  0.18, -6.87, -7.73,02/02/2007 12:50:00
49,39,30,10,5.12,  0.28,  6.09,  4.56,  4.60,  0.25,  4.94,  3.41,  3.32,  0.73,  4.17,  1.50,  3.30,  0.73,  4.17,  1.50,264.61,  2.36,262.54,  0.00, -6.44,  0.18, -6.22, -6.87,02/02/2007 13:00:00
49,39,30,10,5.21,  0.54,  6.47,  3.41,  4.71,  0.37,  5.71,  3.41,  3.53,  0.37,  4.56,  2.65,  3.63,  0.40,  4.56,  2.65,257.82,  6.68,260.42,  0.00, -6.27,  0.12, -6.00, -6.44,02/02/2007 13:10:00
49,39,30,10,5.58,  0.32,  6.47,  4.56,  4.90,  0.37,  5.71,  4.17,  4.00,  0.29,  4.94,  3.03,  4.16,  0.29,  4.94,  3.41,261.45,  5.38,259.72,  0.00, -6.65,  0.00, -6.22, -6.87,02/02/2007 13:20:00
49,39,30,10,5.13,  0.32,  6.09,  4.17,  4.49,  0.31,  5.32,  3.80,  3.45,  0.31,  4.17,  2.65,  3.59,  0.32,  4.17,  2.65,263.55,  3.20,261.83,  0.00, -6.38,  0.11, -6.00, -6.65,02/02/2007 13:30:00
49,39,30,10,4.57,  0.50,  5.71,  3.80,  3.97,  0.42,  4.94,  3.03,  3.08,  0.37,  3.80,  2.26,  3.20,  0.37,  4.17,  2.26,266.38,  3.49,270.48,  0.00, -5.84,  0.07, -5.57, -6.22,02/02/2007 13:40:00
49,39,30,10,4.29,  0.31,  4.94,  3.41,  3.79,  0.31,  4.56,  3.03,  2.90,  0.32,  3.80,  2.26,  3.00,  0.34,  3.80,  2.26,264.79,  2.57,269.02,  0.00, -5.46,  0.00, -5.35, -5.79,02/02/2007 13:50:00
49,39,30,10,5.07,  0.44,  6.09,  4.17,  4.52,  0.24,  5.32,  4.17,  3.56,  0.22,  4.17,  3.03,  3.69,  0.23,  4.17,  3.03,263.90,  4.33,263.97,  0.00, -5.62,  0.00, -5.57, -5.79,02/02/2007 14:00:00
49,39,30,10,4.92,  0.35,  6.09,  4.17,  4.41,  0.27,  5.32,  3.80,  3.32,  0.27,  4.17,  2.65,  3.36,  0.28,  4.17,  2.65,278.74,  4.93,269.02,  0.00, -5.40,  0.04, -5.13, -5.57,02/02/2007 14:10:00
49,39,30,10,4.60,  0.35,  5.71,  3.80,  3.89,  0.35,  4.56,  3.03,  3.18,  0.20,  3.80,  2.65,  3.20,  0.22,  3.80,  2.65,294.62,  3.34,297.37,  0.00, -5.24,  0.00, -5.13, -5.35,02/02/2007 14:20:00
49,39,30,10,4.15,  0.34,  4.94,  3.41,  3.11,  0.31,  4.17,  2.26,  2.41,  0.24,  3.03,  1.88,  2.34,  0.26,  3.03,  1.88,302.39,  2.81,303.06,  0.00, -5.07,  0.00, -4.91, -5.13,02/02/2007 14:30:00
49,39,30,10,4.00,  0.38,  4.94,  3.03,  3.00,  0.38,  4.17,  2.26,  2.10,  0.24,  3.03,  1.50,  1.72,  0.42,  2.65,  0.73,307.89,  5.62,309.69,  0.00, -4.91,  0.03, -4.69, -5.13,02/02/2007 14:40:00
49,39,30,10,4.46,  0.22,  4.94,  3.80,  3.15,  0.31,  3.80,  2.26,  2.01,  0.24,  2.65,  1.50,  1.23,  0.27,  1.88,  0.73,321.13,  5.15,325.16,  0.00, -4.80,  0.03, -4.47, -4.91,02/02/2007 14:50:00
49,39,30,10,5.04,  0.38,  5.71,  3.80,  3.87,  0.32,  4.56,  3.03,  2.42,  0.25,  3.03,  1.88,  1.56,  0.24,  2.26,  0.73,322.42,  2.69,322.53,  0.00, -5.07,  0.08, -4.69, -5.35,02/02/2007 15:00:00
49,39,30,10,5.36,  0.15,  5.71,  4.94,  4.63,  0.29,  4.94,  3.80,  2.98,  0.25,  3.41,  2.65,  2.04,  0.34,  3.03,  1.12,321.56,  0.37,322.53,  0.00, -5.62,  0.16, -5.13, -6.00,02/02/2007 15:10:00
49,39,30,10,5.44,  0.20,  5.71,  4.94,  4.96,  0.25,  5.32,  4.17,  3.59,  0.20,  3.80,  3.03,  3.21,  0.31,  3.80,  2.65,323.72,  1.60,324.28,  0.00, -6.27,  0.16, -6.00, -6.65,02/02/2007 15:20:00
49,39,30,10,4.88,  0.24,  5.32,  4.17,  4.29,  0.31,  4.94,  3.41,  3.35,  0.45,  4.17,  2.26,  3.03,  0.67,  3.80,  1.50,324.37,  2.57,327.81,  0.00, -6.55,  0.14, -6.22, -6.87,02/02/2007 15:30:00
49,39,30,10,4.60,  0.31,  5.32,  4.17,  3.98,  0.32,  4.56,  3.41,  2.67,  0.29,  3.41,  2.26,  2.15,  0.35,  3.03,  1.12,318.35,  3.34,322.53,  0.00, -6.60,  0.02, -6.22, -6.87,02/02/2007 15:40:00
49,39,30,10,3.92,  0.28,  4.56,  3.41,  3.53,  0.35,  4.17,  2.65,  2.94,  0.67,  4.94,  2.26,  2.97,  0.73,  5.32,  2.26,292.65, 14.57,312.22,  0.00, -6.49,  0.27, -6.22, -7.51,02/02/2007 15:50:00
49,39,30,10,3.74,  0.27,  4.17,  3.03,  3.97,  0.62,  6.09,  3.41,  4.61,  0.64,  5.71,  3.41,  4.82,  0.70,  6.09,  3.41,261.80, 15.88,274.17,  0.00, -8.52,  0.38, -7.51, -9.20,02/02/2007 16:00:00
49,39,30,10,2.82,  0.52,  3.80,  1.88,  3.11,  0.77,  4.56,  1.88,  3.56,  0.91,  4.94,  1.88,  3.76,  0.95,  5.32,  1.88,246.89,  3.80,251.41,  0.00, -9.05,  0.25, -8.15, -9.20,02/02/2007 16:10:00
49,39,30,10,2.42,  0.40,  3.03,  1.88,  2.51,  0.34,  3.41,  1.88,  2.82,  0.45,  3.41,  1.88,  2.99,  0.47,  3.80,  1.88,234.87, 11.23,238.16,  0.00, -7.99,  0.23, -7.73, -8.36,02/02/2007 16:20:00
49,39,30,10,3.34,  0.77,  5.32,  1.88,  3.70,  1.18,  6.09,  1.88,  4.49,  0.67,  6.09,  3.03,  4.68,  0.70,  6.09,  3.03,216.71,  2.69,211.41,  0.00, -9.41,  0.54, -8.36,-10.45,02/02/2007 16:30:00
49,39,30,10,5.34,  0.31,  6.09,  4.56,  5.66,  0.27,  6.47,  4.94,  5.79,  0.44,  6.47,  4.94,  5.97,  0.44,  6.85,  5.32,204.82,  5.15,195.98,  0.00,-10.70,  0.11,-10.24,-10.86,02/02/2007 16:40:00
49,39,30,10,5.61,  0.23,  6.09,  4.94,  5.59,  0.29,  6.09,  4.94,  5.34,  0.27,  6.09,  4.56,  5.52,  0.27,  6.09,  4.94,205.37,  4.72,211.41,  0.00,-10.91,  0.24,-10.45,-11.47,02/02/2007 16:50:00
49,39,30,10,6.72,  0.67,  7.61,  5.32,  5.88,  0.38,  6.47,  4.94,  4.77,  0.27,  5.71,  4.17,  4.94,  0.28,  5.71,  4.56,213.00,  3.34,216.04,  0.00,-11.52,  0.31,-11.06,-12.27,02/02/2007 17:00:00
49,39,30,10,7.29,  0.40,  7.99,  6.47,  6.75,  0.45,  7.61,  5.71,  5.66,  0.37,  6.47,  4.94,  5.89,  0.40,  6.85,  4.94,217.44,  2.81,220.77,  0.00,-12.22,  0.00,-12.07,-12.47,02/02/2007 17:10:00
49,39,30,10,7.06,  0.32,  7.99,  6.47,  6.69,  0.35,  7.61,  6.09,  5.56,  0.37,  6.47,  4.94,  5.84,  0.40,  6.85,  5.32,221.23,  3.34,223.78,  0.00,-12.37,  0.14,-12.07,-12.47,02/02/2007 17:20:00
49,39,30,10,7.03,  0.32,  7.99,  6.47,  7.03,  0.29,  7.61,  6.09,  5.76,  0.29,  6.47,  4.94,  6.03,  0.31,  6.85,  5.32,214.99,  5.15,216.63,  0.00,-12.27,  0.04,-12.07,-12.47,02/02/2007 17:30:00
49,39,30,10,7.89,  0.28,  8.77,  7.24,  7.02,  0.35,  7.99,  6.09,  5.53,  0.25,  6.09,  4.94,  5.63,  0.31,  6.47,  4.94,214.00,  3.06,218.39,  0.00,-12.57,  0.14,-12.07,-12.87,02/02/2007 17:40:00
49,39,30,10,8.14,  0.31,  9.54,  7.24,  7.32,  0.32,  7.99,  6.09,  5.68,  0.29,  6.47,  4.94,  5.56,  0.32,  6.47,  4.56,213.71,  3.34,212.56,  0.00,-12.27,  0.19,-11.87,-12.67,02/02/2007 17:50:00
49,39,30,10,8.47,  0.34,  9.15,  7.24,  8.01,  0.45,  8.77,  6.85,  5.66,  0.32,  6.47,  4.94,  5.53,  0.32,  6.47,  4.94,211.73,  2.81,216.63,  0.00,-12.97,  0.09,-12.47,-13.27,02/02/2007 18:00:00
49,39,30,10,8.56,  0.28,  9.54,  7.99,  8.35,  0.22,  8.77,  7.61,  6.00,  0.25,  6.85,  5.32,  5.84,  0.25,  6.47,  5.32,210.75,  2.26,208.01,  0.00,-12.87,  0.04,-12.67,-13.07,02/02/2007 18:10:00
49,39,30,10,8.20,  0.27,  9.15,  7.61,  7.65,  0.52,  8.77,  6.85,  6.18,  0.28,  6.85,  5.71,  5.99,  0.29,  6.85,  5.32,207.97,  1.99,211.41,  0.00,-12.92,  0.14,-12.47,-13.27,02/02/2007 18:20:00
49,39,30,10,8.46,  0.87,  9.92,  6.09,  6.61,  0.35,  7.61,  5.71,  5.14,  0.50,  6.09,  3.80,  4.89,  0.47,  6.09,  3.80,211.17,  5.38,218.39,  0.00,-12.87,  0.22,-12.47,-13.27,02/02/2007 18:30:00
49,39,30,10,9.71,  0.44, 10.29,  8.77,  7.02,  0.62,  7.99,  5.71,  4.89,  0.25,  5.71,  4.17,  4.57,  0.23,  4.94,  4.17,218.01,  2.07,218.99,  0.00,-13.67,  0.37,-13.07,-14.25,02/02/2007 18:40:00
49,39,30,10,9.87,  0.28, 10.67,  9.15,  7.56,  0.40,  8.77,  6.47,  5.61,  0.40,  6.47,  4.94,  5.34,  0.44,  6.47,  4.56,216.28,  1.60,217.22,  0.00,-14.01,  0.15,-13.67,-14.25,02/02/2007 18:50:00
49,39,30,10,9.30,  0.40, 10.29,  8.37,  7.86,  0.50,  9.15,  6.47,  6.19,  0.32,  7.24,  5.32,  6.03,  0.35,  7.24,  5.32,214.99,  2.81,209.14,  0.00,-13.22,  0.23,-12.67,-13.67,02/02/2007 19:00:00
49,39,30,10,9.64,  0.38, 10.67,  8.77,  8.29,  0.50,  9.54,  7.24,  6.19,  0.29,  6.85,  5.32,  6.04,  0.31,  6.85,  5.32,220.34,  4.93,225.61,  0.00,-13.02,  0.10,-12.87,-13.27,02/02/2007 19:10:00
49,39,30,10,9.67,  0.52, 11.07,  8.37,  8.16,  0.59,  9.92,  6.85,  6.57,  0.64,  8.37,  5.71,  6.46,  0.70,  8.37,  5.32,227.64,  3.20,229.30,  0.00,-12.37,  0.32,-11.67,-12.87,02/02/2007 19:20:00
49,39,30,10,13.05,  0.95, 14.14, 10.29,  9.48,  0.70, 11.07,  7.99,  6.99,  0.47,  8.37,  6.09,  6.95,  0.47,  8.37,  6.09,238.18,  5.38,242.72,  0.00,-12.67,  0.74,-11.67,-14.06,02/02/2007 19:30:00
49,39,30,10,14.23,  0.28, 14.87, 13.73, 12.35,  0.73, 13.73, 10.29,  8.81,  0.70, 10.29,  7.24,  8.82,  0.73, 10.29,  7.24,248.87,  2.26,249.38,  0.00,-13.71,  0.40,-12.87,-14.25,02/02/2007 19:40:00
49,39,30,10,15.15,  0.31, 16.05, 14.52, 13.66,  0.37, 14.52, 12.96,  9.65,  0.50, 10.67,  8.37,  9.67,  0.54, 10.67,  8.37,254.74,  2.07,256.22,  0.00,-12.67,  0.09,-12.27,-12.87,02/02/2007 19:50:00
49,39,30,10,14.11,  0.70, 15.27, 12.59, 13.39,  0.35, 14.14, 12.20,  8.94,  0.27,  9.54,  7.99,  8.91,  0.28,  9.54,  7.99,262.15,  1.60,262.54,  0.00,-12.42,  0.24,-12.07,-12.87,02/02/2007 20:00:00
49,39,30,10,14.55,  0.56, 15.63, 13.34, 14.06,  0.42, 14.87, 12.96,  9.64,  0.44, 11.07,  8.37,  9.66,  0.45, 11.07,  8.37,260.41,  1.82,256.92,  0.00,-11.57,  0.18,-11.26,-12.07,02/02/2007 20:10:00
49,39,30,10,14.97,  0.38, 16.05, 14.14, 14.22,  0.35, 15.27, 13.34,  9.64,  0.44, 11.07,  8.37,  9.66,  0.45, 11.07,  8.37,258.85,  1.67,259.01,  0.00,-11.16,  0.26,-10.86,-11.67,02/02/2007 20:20:00
49,39,30,10,15.29,  0.35, 16.05, 14.14, 14.98,  0.54, 16.05, 13.73, 10.04,  0.56, 11.07,  8.77, 10.09,  0.59, 11.07,  8.77,260.58,  0.77,261.13,  0.00,-10.96,  0.19,-10.45,-11.26,02/02/2007 20:30:00
49,39,30,10,14.67,  0.52, 16.79, 13.73, 14.47,  0.34, 15.63, 13.73,  9.69,  0.44, 11.07,  8.77,  9.72,  0.47, 11.07,  8.37,262.15,  1.47,262.54,  0.00,-10.60,  0.00,-10.45,-10.86,02/02/2007 20:40:00
49,39,30,10,13.57,  0.26, 14.14, 12.96, 13.62,  0.28, 14.52, 12.96,  9.98,  0.31, 10.67,  9.15, 10.09,  0.34, 10.67,  8.77,266.38,  1.23,264.69,  0.00,-10.14,  0.22, -9.62,-10.45,02/02/2007 20:50:00
